1	2018-05-11 12:08:40	33	早班	0	20180511	0	0	0	2018-05-03 16:00:00	2018-05-03 16:00:00	0	0	0	2018-05-03 08:00:00	2	3	1	0	2018-05-03 08:00:00	2018-05-03 08:00:00	1	1	0	0	1	4421		铁渣	早班
2	2018-05-11 12:08:40	1	早班	0	20180511	0	33	0	2018-05-03 16:00:00	2018-05-03 16:00:00	0	0	0	2018-05-03 08:00:00	2	2	1	0	2018-05-03 08:00:00	2018-05-03 08:00:00	1	1	0	0	1	4421	4811	铁渣	早班
3	2018-05-11 12:08:40	2	早班	0	20180511	0	33	0	2018-05-03 16:00:00	2018-05-03 16:00:00	0	0	0	2018-05-03 08:00:00	2	2	1	0	2018-05-03 08:00:00	2018-05-03 08:00:00	1	2	0	0	1	9196	4811	铁渣	早班
4	2018-05-11 12:08:40	3	早班	0	20180511	0	33	0	2018-05-03 16:00:00	2018-05-03 16:00:00	0	0	0	2018-05-03 08:00:00	2	2	1	0	2018-05-03 08:00:00	2018-05-03 08:00:00	1	3	0	0	1	2015	4811	铁渣	早班
5	2018-05-11 12:08:40	4	早班	0	20180511	0	33	0	2018-05-03 16:00:00	2018-05-03 16:00:00	0	0	0	2018-05-03 08:00:00	2	2	1	0	2018-05-03 08:00:00	2018-05-03 08:00:00	1	4	0	0	1	5170	4811	铁渣	早班
6	2018-05-11 12:08:40	34	早班	0	20180511	0	0	0	2018-05-03 16:00:00	2018-05-03 16:00:00	0	0	0	2018-05-03 08:00:00	2	1	1	0	2018-05-03 08:00:00	2018-05-03 08:00:00	2	5	0	0	1	6600		铁渣	早班
7	2018-05-11 12:08:40	5	早班	0	20180511	0	34	0	2018-05-03 16:00:00	2018-05-03 16:00:00	0	0	0	2018-05-03 08:00:00	2	2	1	0	2018-05-03 08:00:00	2018-05-03 08:00:00	2	5	0	0	1	6600	1696	铁渣	早班
8	2018-05-11 12:08:40	6	早班	0	20180511	0	34	0	2018-05-03 16:00:00	2018-05-03 16:00:00	0	0	0	2018-05-03 08:00:00	2	2	1	0	2018-05-03 08:00:00	2018-05-03 08:00:00	2	6	0	0	1	4294	1696	铁渣	早班
9	2018-05-11 12:08:40	7	早班	0	20180511	0	34	0	2018-05-03 16:00:00	2018-05-03 16:00:00	0	0	0	2018-05-03 08:00:00	2	2	1	0	2018-05-03 08:00:00	2018-05-03 08:00:00	2	7	0	0	1	6301	1696	铁渣	早班
10	2018-05-11 12:08:40	8	早班	0	20180511	0	34	0	2018-05-03 16:00:00	2018-05-03 16:00:00	0	0	0	2018-05-03 08:00:00	2	2	1	0	2018-05-03 08:00:00	2018-05-03 08:00:00	2	8	0	0	1	4518	1696	铁渣	早班
11	2018-05-11 12:08:40	35	中班	0	20180512	0	0	0	2018-05-31 00:00:00	2018-05-31 00:00:00	0	0	0	2018-05-22 14:00:00	1	1	1	0	2018-05-22 14:00:00	2018-05-22 14:00:00	3	9	0	0	2	6091		煤渣	中班
12	2018-05-11 12:08:40	9	中班	0	20180512	0	35	0	2018-05-31 00:00:00	2018-05-31 00:00:00	0	0	0	2018-05-22 14:00:00	1	2	1	0	2018-05-22 14:00:00	2018-05-22 14:00:00	3	9	0	0	2	6091	7882	煤渣	中班
13	2018-05-11 12:08:40	10	中班	0	20180512	0	35	0	2018-05-31 00:00:00	2018-05-31 00:00:00	0	0	0	2018-05-22 14:00:00	1	2	1	0	2018-05-22 14:00:00	2018-05-22 14:00:00	3	10	0	0	2	7845	7882	煤渣	中班
14	2018-05-11 12:08:40	11	中班	0	20180512	0	35	0	2018-05-31 00:00:00	2018-05-31 00:00:00	0	0	0	2018-05-22 14:00:00	1	2	1	0	2018-05-22 14:00:00	2018-05-22 14:00:00	3	11	0	0	2	2808	7882	煤渣	中班
15	2018-05-11 12:08:40	12	中班	0	20180512	0	35	0	2018-05-31 00:00:00	2018-05-31 00:00:00	0	0	0	2018-05-22 14:00:00	1	2	1	0	2018-05-22 14:00:00	2018-05-22 14:00:00	3	12	0	0	2	2234	7882	煤渣	中班
16	2018-05-11 12:08:40	36	中班	0	20180512	0	0	0	2018-05-31 00:00:00	2018-05-31 00:00:00	0	0	0	2018-05-22 14:00:00	3	2	1	0	2018-05-22 14:00:00	2018-05-22 14:00:00	4	13	0	0	2	8286		矿渣	中班
17	2018-05-11 12:08:40	13	中班	0	20180512	0	36	0	2018-05-31 00:00:00	2018-05-31 00:00:00	0	0	0	2018-05-22 14:00:00	3	2	1	0	2018-05-22 14:00:00	2018-05-22 14:00:00	4	13	0	0	2	8286	3265	矿渣	中班
18	2018-05-11 12:08:40	14	中班	0	20180512	0	36	0	2018-05-31 00:00:00	2018-05-31 00:00:00	0	0	0	2018-05-22 14:00:00	3	2	1	0	2018-05-22 14:00:00	2018-05-22 14:00:00	4	14	0	0	2	2441	3265	矿渣	中班
19	2018-05-11 12:08:40	15	中班	0	20180512	0	36	0	2018-05-31 00:00:00	2018-05-31 00:00:00	0	0	0	2018-05-22 14:00:00	3	2	1	0	2018-05-22 14:00:00	2018-05-22 14:00:00	4	15	0	0	2	2567	3265	矿渣	中班
20	2018-05-11 12:08:40	16	中班	0	20180512	0	36	0	2018-05-31 00:00:00	2018-05-31 00:00:00	0	0	0	2018-05-22 14:00:00	3	2	1	0	2018-05-22 14:00:00	2018-05-22 14:00:00	4	16	0	0	2	2240	3265	矿渣	中班
21	2018-05-11 12:08:40	37	中班	0	20180512	0	0	0	2018-05-31 00:00:00	2018-05-31 00:00:00	0	0	0	2018-05-22 14:00:00	3	3	1	0	2018-05-22 14:00:00	2018-05-22 14:00:00	5	17	0	0	2	6061		矿渣	中班
22	2018-05-11 12:08:40	17	中班	0	20180512	0	37	0	2018-05-31 00:00:00	2018-05-31 00:00:00	0	0	0	2018-05-22 14:00:00	3	2	1	0	2018-05-22 14:00:00	2018-05-22 14:00:00	5	17	0	0	2	6061	3460	矿渣	中班
23	2018-05-11 12:08:40	18	中班	0	20180512	0	37	0	2018-05-31 00:00:00	2018-05-31 00:00:00	0	0	0	2018-05-22 14:00:00	3	2	1	0	2018-05-22 14:00:00	2018-05-22 14:00:00	5	18	0	0	2	7636	3460	矿渣	中班
24	2018-05-11 12:08:40	19	中班	0	20180512	0	37	0	2018-05-31 00:00:00	2018-05-31 00:00:00	0	0	0	2018-05-22 14:00:00	3	2	1	0	2018-05-22 14:00:00	2018-05-22 14:00:00	5	19	0	0	2	4046	3460	矿渣	中班
25	2018-05-11 12:08:40	20	中班	0	20180512	0	37	0	2018-05-31 00:00:00	2018-05-31 00:00:00	0	0	0	2018-05-22 14:00:00	3	2	1	0	2018-05-22 14:00:00	2018-05-22 14:00:00	5	20	0	0	2	2458	3460	矿渣	中班
26	2018-05-11 12:08:40	38	晚班	0	20180513	0	0	0	2018-02-11 08:00:00	2018-02-11 08:00:00	0	0	0	2018-02-11 00:00:00	2	2	1	0	2018-02-11 00:00:00	2018-02-11 00:00:00	6	21	0	0	3	4042		铁渣	晚班
27	2018-05-11 12:08:40	21	晚班	0	20180513	0	38	0	2018-02-11 08:00:00	2018-02-11 08:00:00	0	0	0	2018-02-11 00:00:00	2	2	1	0	2018-02-11 00:00:00	2018-02-11 00:00:00	6	21	0	0	3	4042	5743	铁渣	晚班
28	2018-05-11 12:08:40	22	晚班	0	20180513	0	38	0	2018-02-11 08:00:00	2018-02-11 08:00:00	0	0	0	2018-02-11 00:00:00	2	2	1	0	2018-02-11 00:00:00	2018-02-11 00:00:00	6	22	0	0	3	2464	5743	铁渣	晚班
29	2018-05-11 12:08:40	23	晚班	0	20180513	0	38	0	2018-02-11 08:00:00	2018-02-11 08:00:00	0	0	0	2018-02-11 00:00:00	2	2	1	0	2018-02-11 00:00:00	2018-02-11 00:00:00	6	23	0	0	3	5466	5743	铁渣	晚班
30	2018-05-11 12:08:40	24	晚班	0	20180513	0	38	0	2018-02-11 08:00:00	2018-02-11 08:00:00	0	0	0	2018-02-11 00:00:00	2	2	1	0	2018-02-11 00:00:00	2018-02-11 00:00:00	6	24	0	0	3	3495	5743	铁渣	晚班
31	2018-05-11 12:08:40	39	晚班	0	20180513	0	0	0	2018-02-11 08:00:00	2018-02-11 08:00:00	0	0	0	2018-02-11 00:00:00	1	2	1	0	2018-02-11 00:00:00	2018-02-11 00:00:00	7	25	0	0	3	4908		煤渣	晚班
32	2018-05-11 12:08:40	25	晚班	0	20180513	0	39	0	2018-02-11 08:00:00	2018-02-11 08:00:00	0	0	0	2018-02-11 00:00:00	1	2	1	0	2018-02-11 00:00:00	2018-02-11 00:00:00	7	25	0	0	3	4908	8557	煤渣	晚班
